regime,count,mass_fraction,mean_reward,terminal_next_rate,terminal_risk_within_25,action_0_prob,action_1_prob,action_2_prob,action_purity,mean_tip_height,mean_theta1,mean_theta2
0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,14,0.017948717948717947,-1.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.5714285714285714,-1.7196966680409544,0.1374397985309926,0.5800494564261082
2,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,10,0.01282051282051282,-1.0,0.0,0.2,0.0,0.1,0.9,0.9,0.22128258669504053,0.5779568714478579,1.8816710902277147
4,3,0.0038461538461538464,-1.0,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,-0.49625974390076016,0.4921037789277833,-2.502284431983524
5,4,0.005128205128205128,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.7959501312044979,0.1889514067131063,-1.9668868454553148
6,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7,6,0.007692307692307693,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.9022736276780442,-0.22966844127009334,-1.5077754261203493
8,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,14,0.017948717948717947,-1.0,0.0,0.0,0.0,0.07142857142857142,0.9285714285714286,0.9285714285714286,-1.8176876150182848,-0.1756914788772017,0.24448895201712587
11,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
12,7,0.008974358974358974,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.6033110803860755,-0.06513252955960155,-0.7051622018822366
13,6,0.007692307692307693,-1.0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334,-1.7513453887846169,-0.04679896407636688,0.4577631976517201
14,2,0.002564102564102564,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.8093284052270715,0.930551227546257,-1.466565555835583
15,2,0.002564102564102564,-1.0,0.0,0.5,1.0,0.0,0.0,1.0,-0.9510995056465057,-1.3936230488771142,1.0969511663222626
16,18,0.023076923076923078,-1.0,0.0,0.1111111111111111,0.0,0.0,1.0,1.0,-0.2976408810688641,-0.003718744586529204,0.19699173606821008
17,20,0.02564102564102564,-1.0,0.0,0.1,0.0,0.05,0.95,0.95,-0.2668215230407793,0.2453729259420884,2.2807448502411325
18,17,0.021794871794871794,-1.0,0.0,0.0,0.9411764705882353,0.0,0.058823529411764705,0.9411764705882353,-1.6435138843863657,0.23088582625650172,-0.7980027288894795
19,9,0.011538461538461539,-1.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.7777777777777778,-0.5341430916057315,0.16324318594899262,-2.189621394523755
20,1,0.001282051282051282,-1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5265523307296045,2.6295939867978295,-1.4112652317700847
21,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
22,5,0.00641025641025641,-1.0,0.0,0.4,0.0,0.0,1.0,1.0,-1.4947587230843735,-0.4610396169173156,-0.18964883353310497
23,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
24,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
25,16,0.020512820512820513,-1.0,0.0,0.0,0.3125,0.375,0.3125,0.375,-1.9535527841614435,0.0018377789942597839,-0.012447483992589254
26,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
27,16,0.020512820512820513,-1.0,0.0,0.5,0.125,0.0,0.875,0.875,-0.5620259859387666,0.6015714203390522,-1.5123825806842832
28,1,0.001282051282051282,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.822543297335753,-0.06810469474744354,0.6689438073122886
29,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
